categories,employmentTypes,metadata_expiryDate,metadata_isPostedOnBehalf,metadata_jobPostId,metadata_newPostingDate,metadata_originalPostingDate,metadata_repostCount,metadata_totalNumberJobApplication,metadata_totalNumberOfView,minimumYearsExperience,numberOfVacancies,occupationId,positionLevels,postedCompany_name,salary_maximum,salary_minimum,salary_type,status_id,status_jobStatus,title,average_salary
"[{""id"":11,""category"":""Engineering""},{""id"":16,""category"":""General Management""},{""id"":21,""category"":""Information Technology""}]",Full Time,########,FALSE,MCF-2023-0273561,4/7/2023,4/7/2023,0,26,214,5,1,,Manager,BINARY TECHNOLOGY DEVELOPMENT PTE. LTD.,18000,14000,Monthly,0,Closed,Incident Manager,16000
"[{""id"":10,""category"":""Education and Training""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273556,4/7/2023,4/7/2023,0,0,75,3,1,,Executive,PEOPLE PROFILERS PTE. LTD.,3700,3300,Monthly,0,Closed,Infant Educarer (Education/3.7k/5 days),3500
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":17,""category"":""General Work""},{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Permanent,7/8/2023,FALSE,MCF-2023-0273595,6/8/2023,4/7/2023,2,32,614,1,2,,Non-executive,ONECARE PLUS PTE. LTD.,3300,1800,Monthly,0,Re-open,Accounts Executive/Assistant,2550
"[{""id"":36,""category"":""Sciences / Laboratory / R&D""}]",Permanent,########,FALSE,MCF-2023-0236806,4/7/2023,########,1,12,168,3,1,,Senior Executive,PEOPLE PROFILERS PTE. LTD.,5500,3000,Monthly,0,Closed,Lab Analyst (Petrochemical / Chemical),4250
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""},{""id"":29,""category"":""Professional Services""}]",Permanent,5/7/2023,FALSE,MCF-2022-1012940,4/7/2023,########,2,3,140,1,1,,Executive,ONECARE PLUS PTE. LTD.,5000,3000,Monthly,0,Closed,Radiographer,4000
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Permanent,########,FALSE,MCF-2023-0153368,########,########,2,3,61,1,1,,Executive,PEOPLE PROFILERS PTE. LTD.,3500,2800,Monthly,0,Closed,Audit Associate (Financial Services),3150
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273558,4/7/2023,4/7/2023,0,5,88,2,1,,Executive,PEOPLE PROFILERS PTE. LTD.,2800,2500,Monthly,0,Closed,Centre Admin Assistant (Education/2.8k/5 days),2650
"[{""id"":35,""category"":""Sales / Retail""}]",Full Time,########,FALSE,MCF-2023-0273645,4/7/2023,4/7/2023,0,7,75,6,2,,Senior Management,MISTER SEDAP PTE. LTD.,10000,6000,Monthly,0,Closed,Sales and Marketing Manager,8000
"[{""id"":11,""category"":""Engineering""},{""id"":21,""category"":""Information Technology""},{""id"":25,""category"":""Manufacturing""},{""id"":31,""category"":""Purchasing / Merchandising""},{""id"":41,""category"":""Others""}]",Permanent,########,FALSE,MCF-2023-0018964,4/7/2023,1/8/2023,2,2,91,1,2,,Senior Executive,RECRUITFLASH PTE. LTD.,8000,5000,Monthly,0,Closed,Site Engineer,6500
"[{""id"":8,""category"":""Customer Service""},{""id"":14,""category"":""Events / Promotions""}]",Internship/Attachment,5/7/2023,FALSE,MCF-2023-0273513,4/7/2023,4/7/2023,0,1,49,0,10,,Fresh/entry level,THE FUN EMPIRE PTE. LTD.,1000,600,Monthly,0,Closed,Event Operations Intern,800
"[{""id"":20,""category"":""Human Resources""},{""id"":30,""category"":""Public / Civil Service""}]",Contract,5/7/2023,FALSE,MCF-2023-0273554,4/7/2023,4/7/2023,0,6,77,2,1,,Senior Executive,RESOURCE VANTAGE,5500,3000,Monthly,0,Closed,HR Assistant Manager/ Manager (Payroll/ Compensation & Benefits),4250
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""},{""id"":29,""category"":""Professional Services""}]",Permanent,6/7/2023,FALSE,MCF-2023-0120576,5/8/2023,########,2,7,220,1,2,,Executive,ONECARE PLUS PTE. LTD.,3500,2400,Monthly,0,Closed,Clinical Nurse,2950
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273524,4/7/2023,4/7/2023,0,8,67,0,8,,Fresh/entry level,SEARCH PERSONNEL PRIVATE LIMITED,2800,2000,Monthly,0,Closed,Outbound Call Agent [Call Centre Exp Req/Office Hours/Bukit Merah],2400
"[{""id"":35,""category"":""Sales / Retail""}]",Full Time,5/7/2023,FALSE,MCF-2023-0150686,4/7/2023,########,1,0,100,1,1,,Middle Management,HUBBED PTE. LTD.,2400,1500,Monthly,0,Closed,Retail Associate,1950
"[{""id"":20,""category"":""Human Resources""}]",Full Time,5/7/2023,FALSE,MCF-2023-0273597,4/7/2023,4/7/2023,0,59,408,1,1,,Junior Executive,BADALING HOLDINGS PTE. LTD.,3500,2400,Monthly,0,Closed,HR ASSISTANT,2950
"[{""id"":21,""category"":""Information Technology""}]",Contract,6/7/2023,FALSE,MCF-2023-0213122,5/8/2023,########,2,9,129,1,4,,Professional,RAPSYS TECHNOLOGIES PTE. LTD.,3500,2500,Monthly,0,Closed,DC Operations,3000
"[{""id"":8,""category"":""Customer Service""}]",Permanent,5/6/2023,FALSE,MCF-2023-0273647,########,4/7/2023,2,19,200,2,1,,Junior Executive,PEOPLE PROFILERS PTE. LTD.,3000,2000,Monthly,0,Closed,Credit Control Executive (Hybrid / WFH) **WITH COMMISSION**,2500
"[{""id"":21,""category"":""Information Technology""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273508,4/7/2023,4/7/2023,0,1,50,6,1,,Manager,PEOPLE PROFILERS PTE. LTD.,7500,6500,Monthly,0,Closed,Senior IT Application Specialist (Automotive/7.5k/West/5 days),7000
"[{""id"":35,""category"":""Sales / Retail""}]",Full Time,########,FALSE,MCF-2023-0171745,########,3/3/2023,2,14,165,2,1,,Senior Executive,LYRECO (SINGAPORE) PTE. LTD.,4200,3000,Monthly,0,Re-open,Sales Executive,3600
"[{""id"":35,""category"":""Sales / Retail""}]",Part Time,5/7/2023,FALSE,MCF-2023-0273542,4/7/2023,4/7/2023,0,6,176,3,1,,Executive,THE PRIVILEGE LABELS PTE. LTD.,2700,1500,Monthly,0,Closed,Bridal Consultant (Part-Time/Full-Time),2100
"[{""id"":21,""category"":""Information Technology""}]",Contract,5/7/2023,FALSE,MCF-2023-0273549,4/7/2023,4/7/2023,0,1,56,3,2,,Professional,STEENBOK PTE LTD,11000,6000,Monthly,0,Closed,Avaloq Consultant,8500
"[{""id"":26,""category"":""Marketing / Public Relations""}]",Permanent,5/7/2023,FALSE,MCF-2022-0922357,4/7/2023,########,2,19,226,0,2,,Manager,HUBBED PTE. LTD.,5600,4000,Monthly,0,Closed,Performance Marketing Manager,4800
"[{""id"":8,""category"":""Customer Service""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273538,4/7/2023,4/7/2023,0,7,92,1,3,,Junior Executive,THE TALENT NETWORK PRIVATE LIMITED,2800,2600,Monthly,0,Closed,"Customer Service Officer ( Face To Face ) - Up To $ 2,800.00 / MNC/ Central Area, 4 Days Work Week (Include Weekend), Office Hour",2700
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273521,4/7/2023,4/7/2023,0,9,86,5,1,,Manager,PEOPLE PROFILERS PTE. LTD.,4500,4000,Monthly,0,Closed,Assistant Admin Manager (Education/4.5k/West/5 days),4250
"[{""id"":21,""category"":""Information Technology""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273510,4/7/2023,4/7/2023,0,3,64,7,1,,Manager,PEOPLE PROFILERS PTE. LTD.,11000,9000,Monthly,0,Closed,"Assistant Manager/Manager, Cyber Security (Automotive/11k/West/5 days)",10000
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273544,4/7/2023,4/7/2023,0,0,32,3,1,,Professional,THE TALENT NETWORK PRIVATE LIMITED,5000,4800,Monthly,0,Closed,"Speech Therapist ( Welfare Organisation) - Up to $ 5,000.00 + AWS + VB / Island-wide area - 2 openings",4900
"[{""id"":21,""category"":""Information Technology""}]",Full Time,5/7/2023,FALSE,MCF-2023-0187374,4/7/2023,3/9/2023,1,1,55,3,1,,Senior Executive,HUBBED PTE. LTD.,10000,6000,Monthly,0,Closed,Senior Network Server Engineer,8000
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":10,""category"":""Education and Training""}]",Permanent,########,FALSE,MCF-2023-0273626,4/7/2023,4/7/2023,0,25,186,4,1,,Manager,ADECCO PERSONNEL PTE LTD,6000,4000,Monthly,0,Closed,"English Curriculum Manager (Education | Up to $6,000)",5000
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273522,4/7/2023,4/7/2023,0,1,53,2,1,,Executive,PEOPLE PROFILERS PTE. LTD.,3500,2500,Monthly,0,Closed,Administrative Executive (Education/3.2k/West/5 days),3000
"[{""id"":11,""category"":""Engineering""}]",Full Time,5/7/2023,FALSE,MCF-2023-0273612,4/7/2023,4/7/2023,0,16,203,0,1,,Fresh/entry level,HPC AI TECHNOLOGY PTE. LTD.,7500,5000,Monthly,0,Closed,NLP Algorithm Engineer,6250
"[{""id"":11,""category"":""Engineering""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273520,4/7/2023,4/7/2023,0,1,70,5,1,,Executive,PEOPLE PROFILERS PTE. LTD.,5500,4500,Monthly,0,Closed,Project Engineer (West/Telecommunication/5.5k/5.5 days),5000
"[{""id"":6,""category"":""Building and Construction""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273550,4/7/2023,4/7/2023,0,0,42,5,1,,Executive,PEOPLE PROFILERS PTE. LTD.,6500,5000,Monthly,0,Closed,Traffic Engineer (Construction/6.5k/West/5.5 days),5750
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273637,4/7/2023,4/7/2023,0,37,347,8,1,,Manager,BEATHCHAPMAN (PTE. LTD.),7000,6000,Monthly,0,Closed,Customer Service Manager,6500
"[{""id"":41,""category"":""Others""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273611,4/7/2023,4/7/2023,0,15,128,5,1,,Manager,ACHIEVE CAREER CONSULTANT PTE LTD,8500,7000,Monthly,0,Closed,"Manager, Business Analyst | Global",7750
"[{""id"":21,""category"":""Information Technology""}]",Contract,########,FALSE,MCF-2023-0273614,4/7/2023,4/7/2023,0,2,77,8,1,,Senior Executive,AEA INTERNATIONAL HOLDINGS PTE. LTD.,12000,10000,Monthly,0,Closed,Global Network SME,11000
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""},{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""},{""id"":26,""category"":""Marketing / Public Relations""}]",Contract,5/7/2023,FALSE,MCF-2023-0273606,4/7/2023,4/7/2023,0,4,63,0,4,,Fresh/entry level,MINDFLEX EDUCATION PTE. LTD.,1200,1000,Monthly,0,Closed,Operations & Marketing Intern (FUN Environment),1100
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273534,4/7/2023,4/7/2023,0,0,34,2,1,,Executive,PEOPLE PROFILERS PTE. LTD.,3100,2500,Monthly,0,Closed,Operations Executive (Engineering/3k/west/5.5 days),2800
"[{""id"":15,""category"":""F&B""}]",Part Time,5/7/2023,FALSE,MCF-2023-0273531,4/7/2023,4/7/2023,0,20,287,2,2,,Junior Executive,LEBONHEUR PTE. LTD.,2800,2000,Monthly,0,Closed,Cafe Crew / Barista / East,2400
"[{""id"":10,""category"":""Education and Training""}]",Full Time,5/7/2023,FALSE,MCF-2023-0182195,4/7/2023,3/7/2023,1,7,151,2,1,,Professional,CARPE DIEM @ ITE PTE. LTD.,3300,2800,Monthly,0,Closed,Preschool English Teacher needed,3050
"[{""id"":7,""category"":""Consulting""},{""id"":21,""category"":""Information Technology""}]",Full Time,5/7/2023,FALSE,MCF-2023-0273511,4/7/2023,4/7/2023,0,47,383,4,1,,Executive,WORKFORCE OPTIMIZER PTE. LTD.,8500,6000,Monthly,0,Closed,Data Scientist,7250
"[{""id"":11,""category"":""Engineering""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273576,4/7/2023,4/7/2023,0,9,84,5,1,,Manager,PEOPLE PROFILERS PTE. LTD.,9000,8000,Monthly,0,Closed,"Manager, Aftersales (Automotive/9k/West/5 days)",8500
"[{""id"":15,""category"":""F&B""},{""id"":19,""category"":""Hospitality""}]",Full Time,5/7/2023,FALSE,MCF-2023-0273670,4/7/2023,4/7/2023,0,2,60,1,15,,Junior Executive,MEGA SCOOP PTE. LTD.,3000,1650,Monthly,0,Closed,Full Time Crew / Shift Supervisor / Asst Outlet Manager / Outlet Manager,2325
"[{""id"":10,""category"":""Education and Training""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273562,4/7/2023,4/7/2023,0,1,42,3,1,,Executive,PEOPLE PROFILERS PTE. LTD.,4200,3600,Monthly,0,Closed,"English Teacher, Early Childhood (Education/4.2k/5 days)",3900
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""},{""id"":26,""category"":""Marketing / Public Relations""},{""id"":41,""category"":""Others""}]",Contract,5/7/2023,FALSE,MCF-2023-0273605,4/7/2023,4/7/2023,0,6,112,0,4,,Fresh/entry level,MINDFLEX EDUCATION PTE. LTD.,3500,2500,Monthly,0,Closed,IMMEDIATE HIRING Full-Time Tuition Coordinator (Fun Environment) #SGUnitedJobs,3000
"[{""id"":17,""category"":""General Work""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273575,4/7/2023,4/7/2023,0,3,113,2,1,,Non-executive,MEGAWATTS ENGINEERING SERVICES PTE LTD,2500,1800,Monthly,0,Closed,STORE ASSISTANT,2150
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Full Time,5/7/2023,FALSE,MCF-2023-0075426,4/7/2023,########,2,3,117,0,2,,Junior Executive,VERVENDEAVOUR (PTE.) LTD.,2200,1600,Monthly,0,Closed,CLINIC ASSISTANT INTERM,1900
"[{""id"":11,""category"":""Engineering""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273578,4/7/2023,4/7/2023,0,0,60,2,2,,Senior Executive,SEARCH PERSONNEL PRIVATE LIMITED,4000,2000,Monthly,0,Closed,Electronic Technician/Engineer (Electronics/Electrical/PCB/BOM),3000
"[{""id"":7,""category"":""Consulting""},{""id"":21,""category"":""Information Technology""},{""id"":29,""category"":""Professional Services""}]",Full Time,5/7/2023,FALSE,MCF-2023-0085891,4/7/2023,2/3/2023,2,305,3919,2,2,,Professional,TABLEPOINTER PTE. LTD.,5000,3500,Monthly,0,Closed,Enterprise Sales,4250
"[{""id"":8,""category"":""Customer Service""},{""id"":15,""category"":""F&B""}]",Full Time,5/7/2023,FALSE,MCF-2023-0273591,4/7/2023,4/7/2023,0,4,109,1,2,,Professional,Y&Y VIETNAM CUISINE (PTE. LTD.),7500,4500,Monthly,0,Closed,Bartender,6000
"[{""id"":5,""category"":""Banking and Finance""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273633,4/7/2023,4/7/2023,0,15,166,15,1,,Middle Management,BEATHCHAPMAN (PTE. LTD.),22000,19000,Monthly,0,Closed,"Director, Cash Management Sales, Transaction Banking",20500
"[{""id"":41,""category"":""Others""}]",Permanent,########,FALSE,MCF-2023-0273584,########,4/7/2023,1,89,595,1,1,,Executive,PETROCHEMICAL CORPORATION OF SINGAPORE (PRIVATE) LIMITED,6000,4000,Monthly,0,Closed,Feedstock Procurement Officer,5000
"[{""id"":35,""category"":""Sales / Retail""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273600,4/7/2023,4/7/2023,0,4,65,3,2,,Senior Executive,SEARCH PERSONNEL PRIVATE LIMITED,7000,4000,Monthly,0,Closed,Sales Executive/Engineer (Parts/Construction Equipment/Cranes),5500
"[{""id"":21,""category"":""Information Technology""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273621,4/7/2023,4/7/2023,0,0,40,6,1,,Professional,PERSOLKELLY SINGAPORE PTE. LTD.,9500,6500,Monthly,0,Closed,Senior Network Lead (CCIE with Network designing exp )- JYK,8000
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273557,4/7/2023,4/7/2023,0,8,79,0,2,,Fresh/entry level,SEARCH PERSONNEL PRIVATE LIMITED,3000,2000,Monthly,0,Closed,linic Assistant/Patient Services (Children's Clinic) - Up to $3000 Basic,2500
"[{""id"":35,""category"":""Sales / Retail""}]",Full Time,########,FALSE,MCF-2023-0273619,########,4/7/2023,2,12,148,1,3,,Executive,HONEST CRAFTERS PTE. LTD.,3200,2300,Monthly,0,Re-open,Online Sales Executive,2750
"[{""id"":11,""category"":""Engineering""}]",Full Time,5/7/2023,TRUE,MCF-2022-0928317,4/7/2023,########,1,8,255,3,3,,Executive,L-GLOBAL CONSULTANT PTE. LTD.,4800,3300,Monthly,0,Closed,Air-Con Technician,4050
"[{""id"":42,""category"":""Wholesale Trade""}]",Full Time,########,FALSE,MCF-2023-0273617,4/7/2023,4/7/2023,0,1,40,2,1,,Junior Executive,PACKMAN SG PTE. LTD.,2500,2200,Monthly,0,Closed,Driver Cum Logistics,2350
"[{""id"":11,""category"":""Engineering""},{""id"":21,""category"":""Information Technology""},{""id"":25,""category"":""Manufacturing""},{""id"":31,""category"":""Purchasing / Merchandising""},{""id"":41,""category"":""Others""}]",Permanent,########,FALSE,MCF-2023-0117565,5/7/2023,########,2,4,95,1,2,,Senior Executive,RECRUITFLASH PTE. LTD.,8000,5000,Monthly,0,Closed,System Designer / AV / UC / MNC Company,6500
"[{""id"":5,""category"":""Banking and Finance""},{""id"":7,""category"":""Consulting""},{""id"":21,""category"":""Information Technology""},{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":41,""category"":""Others""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273610,4/7/2023,4/7/2023,0,2,77,4,1,,Professional,THE RESOLUTE HUNTER PTE. LTD.,17000,10000,Monthly,0,Closed,Commodities MNC- Openlink Endur Developer,13500
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Permanent,5/7/2023,FALSE,MCF-2023-0173355,4/7/2023,3/4/2023,1,8,422,3,1,,Executive,THE ICE CREAM & COOKIE CO. PTE. LTD.,3000,2800,Monthly,0,Closed,Accounts & Admin Executive,2900
"[{""id"":41,""category"":""Others""}]",Full Time,########,FALSE,MCF-2023-0022054,4/7/2023,1/9/2023,2,2,153,3,1,,Professional,ARTHESDAM JEWELLERY PTE LTD,3500,2500,Monthly,0,Closed,Goldsmith,3000
"[{""id"":4,""category"":""Architecture / Interior Design""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273618,4/7/2023,4/7/2023,0,1,42,1,2,,Junior Executive,SEARCH PERSONNEL PRIVATE LIMITED,4500,2500,Monthly,0,Closed,Architectural/Project Assistant (Building Codes/Regulations),3500
"[{""id"":35,""category"":""Sales / Retail""}]",Full Time,########,FALSE,MCF-2023-0126320,4/7/2023,########,2,0,56,1,15,,Executive,ARTHESDAM JEWELLERY PTE LTD,3000,2200,Monthly,0,Closed,Sales Executive,2600
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""},{""id"":26,""category"":""Marketing / Public Relations""},{""id"":41,""category"":""Others""}]",Contract,5/7/2023,FALSE,MCF-2023-0273604,4/7/2023,4/7/2023,0,7,101,0,4,,Fresh/entry level,MINDFLEX EDUCATION PTE. LTD.,3500,2500,Monthly,0,Closed,"IMMEDIATE HIRING Operations & Admin Executive (Education Business, Fun Environment) #SGUnitedJobs",3000
"[{""id"":10,""category"":""Education and Training""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273565,4/7/2023,4/7/2023,0,1,47,3,1,,Executive,PEOPLE PROFILERS PTE. LTD.,4000,3300,Monthly,0,Closed,Early Childhood Educator (Education/4k/5 days),3650
"[{""id"":21,""category"":""Information Technology""}]",Contract,########,FALSE,MCF-2023-0273675,4/7/2023,4/7/2023,0,0,25,5,1,,Senior Executive,PERSOLKELLY SINGAPORE PTE. LTD.,7000,5000,Monthly,0,Closed,Senior Systems Engineer,6000
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,########,FALSE,MCF-2023-0273700,4/7/2023,4/7/2023,0,1,22,8,3,,Manager,NEW MJ RESTAURANTS PTE. LTD.,5000,3000,Monthly,0,Closed,Senior Supervisor,4000
"[{""id"":17,""category"":""General Work""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273571,4/7/2023,4/7/2023,0,2,60,1,2,,Non-executive,SEARCH PERSONNEL PRIVATE LIMITED,2800,2000,Monthly,0,Closed,Audio Visual (AV) Installer/Technician (Training Provided),2400
"[{""id"":5,""category"":""Banking and Finance""},{""id"":21,""category"":""Information Technology""}]",Full Time,########,FALSE,MCF-2023-0273672,4/7/2023,4/7/2023,0,25,264,8,1,,Senior Management,ARUKAH CAPITAL PTE. LTD.,12000,8000,Monthly,0,Closed,Credit Investment Officer,10000
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273680,4/7/2023,4/7/2023,0,8,102,2,1,,Non-executive,BORNEO MOTORS (SINGAPORE) PTE. LTD.,3000,2500,Monthly,0,Closed,Automotive Claims Officer,2750
"[{""id"":41,""category"":""Others""}]",Permanent,########,FALSE,MCF-2023-0273582,########,4/7/2023,2,96,1003,7,1,,Middle Management,SHOPEE SINGAPORE PRIVATE LIMITED,18000,14000,Monthly,0,Closed,"Senior Manager, Operations",16000
"[{""id"":4,""category"":""Architecture / Interior Design""},{""id"":6,""category"":""Building and Construction""}]",Full Time,6/7/2023,FALSE,MCF-2023-0176339,5/8/2023,3/6/2023,2,5,216,1,2,,Professional,JIN MA CONSTRUCTION PTE. LTD.,4500,3500,Monthly,0,Closed,designer,4000
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Permanent,7/4/2023,FALSE,MCF-2023-0273601,6/4/2023,4/7/2023,2,9,282,2,1,,Executive,COSMOPOLIS HOLDINGS PTE. LTD.,3000,2600,Monthly,0,Re-open,Accounts Executive,2800
"[{""id"":2,""category"":""Admin / Secretarial""}]",Part Time,5/7/2023,FALSE,MCF-2023-0273624,4/7/2023,4/7/2023,0,36,336,5,1,,Non-executive,I PLUS Q HUMAN RESOURCES PTE LTD,2800,2500,Monthly,0,Closed,Secretary (Part-time / MNC),2650
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,########,FALSE,MCF-2023-0273693,4/7/2023,4/7/2023,0,22,175,6,2,,Senior Management,NEW MJ RESTAURANTS PTE. LTD.,10000,6000,Monthly,0,Closed,Finance and Administrative Manager,8000
"[{""id"":16,""category"":""General Management""},{""id"":17,""category"":""General Work""},{""id"":35,""category"":""Sales / Retail""}]",Full Time,########,TRUE,MCF-2023-0273404,4/7/2023,4/7/2023,0,4,65,3,1,,Non-executive,SANNET MANPOWER SERVICES,4300,2800,Monthly,0,Closed,SHOP SALES EXECUTIVE,3550
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273453,4/7/2023,4/7/2023,0,0,30,2,1,,Professional,ABER CARE PTE. LTD.,4200,2800,Monthly,0,Closed,Staff Nurse -Dermatology Clinic | 5.5 days,3500
"[{""id"":13,""category"":""Environment / Health""}]",Permanent,7/9/2023,FALSE,MCF-2023-0273382,6/9/2023,4/7/2023,1,27,293,3,3,,Executive,ENGIE SERVICES SINGAPORE PTE. LTD.,5500,3500,Monthly,0,Re-open,EHS Officer,4500
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Full Time,5/7/2023,FALSE,MCF-2023-0273421,4/7/2023,4/7/2023,0,0,58,2,1,,Professional,ABER CARE PTE. LTD.,1800,1600,Monthly,0,Closed,Nursing Aide ( Home Care/ Stay Out),1700
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273462,4/7/2023,4/7/2023,0,0,47,1,1,,Junior Executive,THE SUPREME HR ADVISORY PTE. LTD.,2400,2000,Monthly,0,Closed,Warehouse Assistant (Kaki Bukit / Forklift) 0809,2200
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273463,4/7/2023,4/7/2023,0,0,40,1,1,,Executive,THE SUPREME HR ADVISORY PTE. LTD.,2400,1800,Monthly,0,Closed,Storekeeper (5.5days / Redhill / Microsoft) 0809,2100
"[{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""}]",Permanent,########,FALSE,MCF-2023-0273469,########,4/7/2023,1,193,1250,11,1,,Senior Management,EMBER RECRUITMENT PTE. LTD.,18000,15000,Monthly,0,Closed,Director (Education/ Training & Development),16500
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273465,4/7/2023,4/7/2023,0,2,51,3,1,,Junior Executive,THE SUPREME HR ADVISORY PTE. LTD.,4200,2800,Monthly,0,Closed,Senior Shipping Executive (Tai Seng) 0809,3500
"[{""id"":13,""category"":""Environment / Health""},{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273429,4/7/2023,4/7/2023,0,3,37,1,1,,Non-executive,ABER CARE PTE. LTD.,2200,1600,Monthly,0,Closed,Care Support Associate- Senior Care Center ( Mon to Fri ),1900
"[{""id"":8,""category"":""Customer Service""}]",Full Time,########,TRUE,MCF-2023-0273459,4/7/2023,4/7/2023,0,8,82,3,2,,Middle Management,EZ EMPLOYMENT PTE. LTD.,4500,3500,Monthly,0,Closed,Operations Supervisor,4000
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273567,4/7/2023,4/7/2023,0,5,78,6,1,,Senior Executive,PEOPLE PROFILERS PTE. LTD.,7200,6500,Monthly,0,Closed,Senior Accountant (7.2k / west / 5 days/contract),6850
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Full Time,6/7/2023,FALSE,MCF-2023-0178893,5/8/2023,3/6/2023,2,65,680,0,2,,Junior Executive,VERVENDEAVOUR (PTE.) LTD.,2500,1600,Monthly,0,Closed,phlebotomist intern,2050
"[{""id"":13,""category"":""Environment / Health""},{""id"":15,""category"":""F&B""},{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Full Time,5/7/2023,FALSE,MCF-2023-0273452,4/7/2023,4/7/2023,0,1,38,2,1,,Manager,ABER CARE PTE. LTD.,3500,3000,Monthly,0,Closed,Kitchen Supervisor ( Nursing Home ),3250
"[{""id"":20,""category"":""Human Resources""}]",Permanent,5/7/2023,FALSE,MCF-2023-0273535,4/7/2023,4/7/2023,0,4,46,5,1,,Manager,THE TALENT NETWORK PRIVATE LIMITED,7000,6500,Monthly,0,Closed,"HR Manager , Com & Ben / Performance & Rewards - $ 7,000.00 + AWS + Bonuses / Central Area",6750
